Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
8331,0.39,Very Good,J,VVS1,62.5,58.0,4.61,4.67,2.9,718
1621,0.3,Ideal,E,VS2,62.3,56.0,4.27,4.3,2.67,603
23807,0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,3224
1444,0.38,Ideal,H,VVS2,62.5,53.4,4.63,4.66,2.9,832
1852,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
12441,0.37,Good,G,VS1,63.1,56.0,4.57,4.59,2.89,746
14426,0.43,Premium,D,SI1,61.0,57.0,4.88,4.85,2.97,993
8655,1.51,Premium,G,VS2,61.2,61.0,7.44,7.33,4.52,13194
14376,0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7,646
24058,0.41,Very Good,G,VS1,62.3,56.0,4.77,4.8,2.98,899
24343,0.52,Premium,F,VS2,61.8,59.0,5.15,5.11,3.17,1605
25433,0.52,Ideal,D,VS2,61.6,55.0,5.15,5.2,3.19,1822
11286,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,4663
24507,0.33,Ideal,D,VS1,61.0,56.0,4.47,4.45,2.72,1077
13114,0.5,Good,G,SI2,62.3,64.0,5.1,5.02,3.15,1121
20652,0.3,Premium,F,VS1,61.0,58.0,4.33,4.36,2.65,570
23330,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
23355,0.71,Good,J,VS2,63.8,58.0,5.61,5.58,3.57,1774
4688,0.71,Very Good,H,VVS2,62.5,56.0,5.65,5.68,3.54,2594
8291,0.9,Premium,G,VS2,62.9,62.0,6.06,6.02,3.8,3850
26463,1.01,Very Good,E,SI1,62.3,60.0,6.36,6.39,3.97,5224
17754,1.24,Premium,H,VS1,62.2,59.0,6.9,6.83,4.27,7222
6074,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1280
4093,1.32,Premium,H,VS2,61.5,59.0,7.04,7.01,4.32,6505
21067,0.82,Premium,E,SI2,60.8,60.0,6.05,6.03,3.67,2824
16104,1.04,Premium,E,VVS1,60.9,58.0,6.61,6.53,4.0,11382
22064,2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,18026
22963,1.22,Ideal,H,SI1,62.1,56.0,6.87,6.81,4.25,6388
2745,0.3,Ideal,H,VVS1,63.0,54.0,4.3,4.27,2.7,878
15946,2.01,Fair,H,SI2,61.2,66.0,8.21,8.09,4.98,13587
25116,2.02,Very Good,I,VS2,58.8,57.0,8.21,8.29,4.85,14620
12787,0.94,Good,I,SI2,63.8,60.0,6.14,6.21,3.94,3134
5954,0.61,Premium,F,SI2,60.9,58.0,5.44,5.52,3.34,1303
22740,2.01,Premium,I,SI1,62.4,61.0,8.01,7.99,4.99,15528
12096,0.41,Ideal,D,VVS1,,56.0,4.77,4.74,2.98,1413
26398,0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625
22735,1.24,Premium,I,VS2,60.1,59.0,7.02,6.95,4.2,5889
24973,0.57,Good,G,VS2,58.2,66.0,5.34,5.45,3.14,1816
20911,0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,827
23337,0.51,Ideal,E,SI2,61.0,56.0,5.16,5.2,3.16,1098
17432,0.9,Good,G,VS1,63.6,58.0,6.09,6.12,3.88,4540
21146,0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577
11699,1.0,Premium,E,SI1,61.0,61.0,6.45,6.4,3.92,4805
17710,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,2874
14017,0.4,Ideal,G,VVS1,61.3,56.0,4.74,4.75,2.91,977
18400,0.32,Very Good,G,VS1,60.8,56.0,4.45,4.48,2.71,660
25265,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
521,0.31,Very Good,F,VS2,63.4,56.0,4.34,4.31,2.74,802
9898,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,2818
25055,0.41,Ideal,H,SI1,62.4,56.0,4.78,4.74,2.97,876
10920,0.3,Ideal,F,VS2,62.0,55.0,4.31,4.33,2.68,605
22208,0.59,Ideal,I,SI2,62.8,57.0,5.33,5.37,3.36,1202
8267,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,372
3564,0.3,Premium,F,VVS2,61.0,59.0,4.33,4.3,2.63,945
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
16370,0.3,Good,H,VS1,63.4,53.0,4.25,4.3,2.71,526
17431,1.22,Premium,G,VS2,61.8,58.0,6.84,6.91,4.25,8213
19050,1.22,Ideal,G,VS1,62.5,57.0,6.82,6.77,4.25,8608
9995,0.73,Ideal,E,SI2,61.2,54.0,5.88,5.86,3.59,2581
2227,1.01,Very Good,F,SI2,63.4,60.0,6.33,6.26,3.99,3563
19353,0.4,Premium,F,SI1,61.2,58.0,4.74,4.71,2.89,945
3429,1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,5223
908,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,15426
3510,1.2,Very Good,I,SI1,62.2,55.0,6.75,6.92,4.25,5408
7256,1.5,Good,J,SI1,59.1,64.0,7.32,7.43,4.36,6687
12011,0.4,Ideal,D,VVS2,61.4,56.0,4.8,4.75,2.93,1152
9945,0.7,Premium,H,VVS2,62.1,58.0,5.71,5.66,3.53,2536
11716,0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
23691,0.31,Premium,G,VS2,61.7,58.0,4.34,4.32,2.67,698
1130,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492
26684,0.3,Very Good,J,VS1,63.4,55.0,4.3,4.25,2.71,506
22478,1.2,Ideal,F,VS2,62.3,55.0,6.83,6.79,4.24,8486
26756,0.52,Very Good,F,VVS2,61.5,57.0,5.18,5.22,3.19,2079
13382,1.1,Premium,G,VS1,58.4,60.0,6.85,6.81,3.99,7399
19357,0.53,Ideal,D,VVS1,62.1,57.0,5.15,5.18,3.21,3442
14022,1.01,Fair,E,SI1,64.7,59.0,6.23,6.11,3.99,4181
15728,0.56,Ideal,G,VS1,60.6,56.0,5.36,5.33,3.24,1915
18126,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,1942
25849,0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,590
26365,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,2383
23149,2.02,Premium,I,VS2,,58.0,8.29,8.25,4.89,13068
8504,0.39,Very Good,E,I1,62.8,57.0,4.61,4.66,2.91,511
10811,0.32,Very Good,G,IF,,55.0,4.37,4.4,2.75,872
17205,1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
7066,1.1,Premium,F,SI2,62.6,57.0,6.6,6.56,4.12,4832
15705,0.4,Ideal,D,VS1,59.9,57.0,4.77,4.82,2.87,1123
18506,1.08,Ideal,E,VVS1,61.5,58.0,6.57,6.64,4.06,13994
4164,0.3,Very Good,G,SI1,62.7,58.0,4.22,4.27,2.66,447
1166,1.0,Good,I,VS1,63.7,56.0,6.34,6.32,4.03,5018
2165,0.77,Very Good,H,VS1,61.0,60.0,5.9,5.87,3.59,2840
6680,0.36,Very Good,D,SI1,63.1,55.0,4.59,4.54,2.88,851
14170,0.28,Very Good,E,VS2,60.4,59.0,4.22,4.26,2.56,487
4723,2.01,Premium,E,SI2,62.2,60.0,8.02,7.96,4.97,13387
6538,0.37,Premium,D,SI1,62.3,56.0,4.64,4.61,2.88,874
22670,0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17,2025
16491,1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580
2538,1.52,Fair,H,SI1,61.2,60.0,7.39,7.29,4.49,8818
2744,0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75,631
24243,0.31,Premium,H,VVS2,61.4,59.0,4.38,4.35,2.68,802
25779,0.3,Ideal,I,VVS2,62.2,56.0,4.25,4.3,2.66,495
7360,0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,1056
16014,0.3,Ideal,D,VS2,61.4,58.0,4.29,4.31,2.64,670
25627,1.65,Ideal,G,VS2,60.8,56.0,7.65,7.7,4.67,14456
13423,0.33,Premium,D,VS2,61.2,58.0,4.41,4.44,2.71,781
20705,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
15471,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64,844
182,1.24,Premium,H,SI2,61.2,57.0,7.02,6.87,4.25,5694
14306,1.02,Ideal,E,VS1,62.6,56.0,6.45,6.42,4.03,8545
4520,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,480
19550,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,4250
11250,0.43,Premium,D,SI1,61.2,58.0,4.83,4.87,2.97,830
20525,1.1,Ideal,H,SI2,62.0,56.5,6.58,6.63,4.09,5002
19084,2.4,Ideal,H,SI2,62.0,55.0,8.6,8.57,5.32,18541
14190,1.01,Premium,H,VS2,62.1,57.0,6.45,6.39,3.99,5120
286,0.51,Very Good,G,VS1,62.7,56.0,5.08,5.13,3.2,1656
6315,0.58,Good,E,SI1,61.0,62.0,5.36,5.33,3.26,1844
18428,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1365
7548,1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364
24410,0.52,Ideal,E,VS2,61.7,57.0,5.17,5.1,3.17,1694
13801,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,8596
5951,0.34,Premium,I,SI1,59.2,61.0,4.58,4.57,2.71,574
11470,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,914
21405,0.5,Good,F,VS2,57.7,61.0,5.28,5.25,3.04,1626
5095,1.16,Ideal,F,VS2,61.3,57.0,6.76,6.79,4.15,9432
25867,0.5,Very Good,F,VS1,62.3,55.0,5.06,5.09,3.16,1710
10104,0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,4562
6916,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,1949
4138,0.27,Ideal,I,VVS2,61.3,56.0,4.15,4.17,2.55,480
2504,0.91,Very Good,E,VS2,58.4,63.0,6.31,6.32,3.69,4823
9536,0.26,Very Good,E,VVS2,61.5,58.0,4.08,4.12,2.52,597
92,0.54,Ideal,E,SI1,62.1,56.0,5.24,5.19,3.24,1637
18382,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361
14652,1.53,Ideal,H,VVS2,62.2,57.0,7.32,7.37,4.57,13629
8687,0.35,Premium,G,VS1,61.2,56.0,4.56,4.53,2.78,906
3649,0.5,Premium,F,SI2,62.3,59.0,5.1,5.04,3.16,1016
3354,1.35,Premium,H,VS1,62.3,58.0,7.1,7.05,4.41,8543
17572,0.5,Good,I,VVS2,64.8,56.0,4.92,4.99,3.21,1280
3360,0.41,Good,G,VVS1,61.0,61.0,4.77,4.8,2.92,986
10976,0.41,Premium,D,VS2,62.4,60.0,4.71,4.75,2.95,1007
13902,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
19582,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,6814
18990,0.54,Ideal,F,SI1,61.5,55.0,5.23,5.28,3.23,1260
21524,1.16,Ideal,E,SI2,62.7,56.0,6.73,6.69,4.21,5093
4675,0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,1013
4223,2.08,Premium,H,I1,61.7,57.0,8.23,8.18,5.06,6150
15617,1.24,Very Good,F,VS2,60.9,60.0,6.96,6.93,4.23,8907
24755,2.11,Premium,G,SI2,62.2,58.0,8.19,8.23,5.11,13598
16463,1.17,Ideal,G,SI2,62.0,55.0,6.81,6.74,4.2,5012
4981,0.7,Premium,E,SI1,60.5,58.0,5.74,5.77,3.48,2753
3950,1.51,Premium,F,VS2,61.6,58.0,7.35,7.32,4.52,14817
21025,0.58,Premium,G,VVS2,59.7,59.0,5.45,5.4,3.24,2095
9699,0.24,Very Good,D,VS1,62.9,56.0,3.96,3.99,2.5,419
22977,0.71,Good,J,VS2,63.5,64.0,5.65,5.6,3.57,1644
5286,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
12874,1.09,Ideal,I,VS2,62.0,57.0,6.64,6.58,4.1,5158
20195,0.74,Very Good,E,VS2,61.4,63.0,5.79,5.77,3.55,2638
19067,0.53,Premium,G,VS1,62.4,58.0,5.16,5.2,3.23,1721
10521,0.36,Good,G,SI1,63.3,56.0,4.5,4.53,2.86,537
10673,0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,1350
8494,1.01,Good,D,SI1,65.1,57.0,6.3,6.32,4.11,5544
17491,0.71,Ideal,G,SI1,62.1,54.0,5.72,5.77,3.57,2513
198,0.24,Ideal,F,VVS2,61.6,54.0,4.0,4.09,2.49,552
9180,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
3769,1.03,Very Good,D,SI1,62.5,59.0,6.45,6.48,4.04,5924
2084,1.14,Premium,E,VVS2,59.7,58.0,6.91,6.83,4.1,10446
6228,0.91,Ideal,F,SI2,60.9,57.0,6.27,6.3,3.83,3588
20797,0.3,Very Good,F,SI2,63.3,55.0,4.33,4.29,2.73,506
2148,0.66,Ideal,H,VS1,62.7,55.0,5.6,5.57,3.5,2222
4537,1.22,Premium,F,VS2,62.0,58.0,6.86,6.89,4.26,8576
2901,0.37,Premium,I,VS1,,59.0,4.61,4.55,2.81,749
24334,1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75,17197
3696,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,1965
23958,0.32,Ideal,D,VS2,61.8,55.0,4.43,4.41,2.73,842
16281,1.07,Ideal,G,VVS2,62.3,54.0,6.54,6.56,4.08,8145
1543,1.05,Ideal,G,VVS2,62.2,56.0,6.49,6.53,4.05,8645
100,0.5,Good,G,SI1,63.9,57.0,5.02,5.06,3.22,1197
20363,1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01,4449
12044,0.39,Ideal,E,IF,61.1,57.0,4.73,4.76,2.9,1333
3087,1.51,Very Good,G,VS2,62.8,57.0,7.25,7.3,4.57,11923
10854,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91,1053
5989,0.23,Very Good,F,VVS2,63.1,56.0,3.93,3.96,2.49,472
17880,0.82,Very Good,E,SI1,62.0,60.0,5.96,6.0,3.71,3373
7934,0.8,Ideal,G,SI2,63.0,56.0,5.85,5.9,3.7,2657
26177,1.0,Premium,E,SI2,60.5,61.0,6.38,6.31,3.84,4077
22133,0.9,Ideal,D,SI2,60.9,57.0,6.2,6.24,3.79,3798
2589,0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,3024
19026,0.4,Very Good,E,VS2,,57.0,4.67,4.69,2.95,888
20988,0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007
16865,0.52,Very Good,G,SI2,63.0,55.0,5.12,5.14,3.23,1049
1282,0.5,Ideal,F,VVS1,62.0,58.0,5.06,5.07,3.14,2018
19020,0.52,Ideal,E,VS2,61.2,56.0,5.23,5.16,3.18,1815
25001,0.24,Very Good,D,VVS2,59.5,62.0,4.04,4.06,2.41,521
24027,0.9,Good,E,SI1,64.3,62.0,6.0,6.07,3.88,3400
3383,0.37,Premium,G,VVS2,62.2,58.0,4.6,4.56,2.85,1010
8279,0.56,Ideal,D,VS2,62.7,57.0,5.25,5.28,3.3,1753
1302,1.01,Fair,F,VS1,61.7,61.0,6.6,6.49,4.04,6651
1154,1.03,Premium,F,VS1,61.8,59.0,6.46,6.48,4.0,7328
11812,0.3,Very Good,G,IF,63.0,53.0,4.24,4.3,2.69,895
25301,0.51,Premium,F,VS1,60.0,58.0,5.21,5.19,3.12,1749
20614,1.01,Fair,E,SI2,57.1,59.0,6.65,6.69,3.81,4600
10391,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3896
796,0.32,Ideal,E,VVS1,61.7,55.0,4.38,4.41,2.71,879
20654,1.01,Ideal,I,VS2,59.9,61.0,6.49,6.53,3.9,4685
16965,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,689
25362,0.33,Premium,D,VS2,61.1,56.0,4.54,4.5,2.76,1069
17890,1.24,Premium,F,VS2,62.2,58.0,6.89,6.84,4.27,9411
23766,0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68,988
7810,0.52,Ideal,D,SI1,61.8,56.0,5.18,5.15,3.19,1605
23493,0.37,Ideal,G,VS2,60.8,57.0,4.66,4.61,2.82,833
5619,0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,1689
6490,0.26,Premium,E,VS1,61.9,58.0,4.1,4.11,2.54,452
20861,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11310
18404,0.32,Ideal,F,VS2,61.3,56.0,4.41,4.43,2.71,645
17630,0.86,Fair,E,SI2,55.1,69.0,6.45,6.33,3.52,2757
16319,2.01,Very Good,H,SI2,63.3,60.0,7.84,7.77,4.94,10772
21569,1.31,Premium,J,SI2,59.7,59.0,7.06,7.01,4.2,3697
14491,1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,6927
9513,0.57,Very Good,I,SI1,61.8,57.0,5.31,5.34,3.29,1173
18868,0.65,Good,F,VS1,61.7,60.3,5.53,5.57,3.42,2406
15867,0.3,Ideal,G,VS1,61.4,55.0,4.36,4.31,2.66,776
3233,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
25184,0.34,Ideal,D,VS1,60.7,57.0,4.55,4.51,2.75,961
21753,1.22,Very Good,G,SI1,61.8,58.0,6.82,6.88,4.23,6656
4743,0.9,Very Good,H,SI1,62.6,58.0,6.08,6.12,3.82,3447
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
17463,0.24,Good,E,VVS1,60.8,64.0,3.97,3.99,2.42,492
4702,0.43,Premium,E,VS1,,58.0,4.82,4.78,2.99,1209
596,0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655
3520,1.01,Premium,H,VS2,60.7,61.0,6.47,6.39,3.9,4921
12024,0.36,Very Good,I,VS1,60.9,61.0,4.58,4.61,2.8,568
8342,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
20423,0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,537
12005,0.3,Very Good,H,VVS1,61.3,61.0,4.26,4.29,2.62,684
7376,0.5,Good,E,VS2,59.8,57.0,5.12,5.18,3.08,1395
11476,0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
10761,1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953
2500,1.26,Ideal,G,SI2,60.9,55.0,7.0,7.05,4.28,5937
14326,0.5,Ideal,D,SI2,62.8,56.0,5.06,5.03,3.17,1243
26839,0.53,Ideal,F,VS1,62.0,55.0,5.15,5.2,3.21,1812
5985,0.51,Premium,G,VS1,62.5,58.0,5.09,5.11,3.19,1656
9810,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51,2351
17106,1.02,Very Good,F,SI1,63.1,55.0,6.45,6.38,4.05,5058
10641,0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066
26650,1.52,Premium,G,VVS2,62.1,58.0,7.4,7.31,4.57,14105
18908,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,2724
12219,0.3,Ideal,J,VS2,61.9,56.0,4.33,4.3,2.67,630
13566,1.01,Very Good,G,VVS2,63.2,59.0,6.35,6.27,3.99,7267
15951,0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43,575
13922,1.01,Very Good,F,VS1,63.7,56.0,6.27,6.33,4.01,7001
25423,1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
6847,1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,4987
4334,0.72,Ideal,D,SI1,61.7,55.0,5.77,5.8,3.57,3568
15348,0.35,Ideal,I,VS1,60.9,57.0,4.54,4.59,2.78,552
11441,0.23,Very Good,E,VVS2,61.1,62.0,3.92,3.94,2.4,485
2612,0.33,Ideal,F,VVS1,61.7,57.0,4.47,4.44,2.75,1021
5040,0.66,Ideal,F,VVS2,61.2,57.0,5.63,5.58,3.43,2732
17631,0.9,Very Good,D,SI2,61.2,54.0,6.25,6.29,3.84,3975
12242,0.83,Premium,H,SI1,58.6,61.0,6.2,6.16,3.62,2613
813,1.04,Ideal,G,VVS2,61.7,56.0,6.5,6.54,4.02,9465
21862,0.66,Ideal,F,VS2,62.4,54.0,5.55,5.61,3.48,2648
8253,1.01,Very Good,F,IF,59.2,60.0,6.48,6.59,3.87,10800
12565,0.3,Premium,F,VS2,62.8,58.0,4.29,4.24,2.68,776
23602,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568
2049,0.71,Ideal,E,SI1,61.7,56.0,5.74,5.77,3.55,2494
11365,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
20074,2.01,Fair,H,SI2,65.8,63.0,7.77,7.68,5.08,13587
18391,0.56,Ideal,D,VS2,60.9,56.0,5.32,5.35,3.25,1963
16324,1.05,Ideal,F,VVS1,61.4,57.0,6.51,6.53,4.0,12273
8201,1.09,Very Good,H,SI1,61.8,58.0,6.58,6.63,4.08,4784
24752,1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02,5608
10585,0.55,Good,E,VS2,59.8,61.0,5.29,5.32,3.17,1695
11197,0.9,Ideal,G,SI2,62.8,54.0,6.11,6.15,3.85,3820
18497,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,14103
19124,0.71,Premium,G,SI2,62.0,55.0,5.77,5.71,3.56,2362
21520,0.91,Good,F,SI1,64.4,60.0,6.05,6.1,3.91,3994
5942,1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58,16921
23000,2.02,Very Good,H,SI1,59.3,60.0,8.14,8.21,4.85,18236
1765,1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
7422,0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51,2516
15710,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
22272,0.57,Ideal,D,VS1,61.7,56.0,5.31,5.33,3.28,2091
11709,0.3,Ideal,D,VVS2,61.7,55.0,4.33,4.36,2.68,814
17312,0.36,Ideal,D,VS2,61.7,55.0,4.6,4.58,2.83,1094
5150,0.32,Ideal,G,VVS2,62.0,56.0,4.41,4.43,2.74,708
23280,0.33,Ideal,H,VVS1,,55.0,4.4,4.44,2.75,752
11752,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
13748,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655
22369,1.01,Very Good,G,SI1,62.9,58.0,6.35,6.4,4.01,5497
16663,1.21,Premium,H,SI2,61.9,55.0,6.84,6.79,4.22,5218
23894,1.5,Premium,I,VS2,62.3,60.0,7.25,7.19,4.5,9479
15647,0.33,Premium,I,SI1,60.4,59.0,4.5,4.54,2.73,434
12572,0.3,Premium,E,VS1,61.8,58.0,4.33,4.31,2.67,911
365,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976
3208,0.54,Ideal,E,SI1,61.5,57.0,5.25,5.22,3.22,1637
3281,0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,3217
9078,0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,758
18552,0.38,Very Good,H,SI1,60.1,57.0,4.73,4.75,2.85,662
3868,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,802
7503,0.7,Ideal,F,SI1,61.2,55.0,5.74,5.76,3.52,3119
997,0.5,Very Good,E,VVS2,59.1,61.0,5.19,5.23,3.08,2106
12360,1.58,Ideal,I,SI1,62.3,55.0,7.42,7.49,4.64,9457
26505,1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,5250
19901,0.3,Ideal,F,VS2,62.5,53.3,4.28,4.31,2.69,601
1116,0.41,Premium,H,SI1,62.6,59.0,4.77,4.72,2.97,876
24460,0.34,Good,F,VS1,60.6,63.0,4.46,4.59,2.74,696
20305,1.01,Premium,E,SI1,62.9,60.0,6.43,6.35,4.02,5599
15928,1.01,Good,E,SI1,64.1,59.0,6.31,6.35,4.06,4399
4666,0.72,Very Good,J,SI1,58.3,62.0,5.87,5.93,3.44,1886
10175,1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
23822,0.64,Very Good,E,VVS2,61.8,59.0,5.51,5.53,3.41,3541
3175,0.35,Ideal,G,IF,61.3,56.0,4.51,4.53,2.77,910
26948,1.18,Premium,I,SI1,61.8,58.0,6.78,6.74,4.18,5617
7881,0.58,Ideal,G,SI1,62.2,55.0,5.33,5.37,3.33,1446
25414,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,9495
25048,1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,4853
21315,1.12,Very Good,G,VVS1,58.9,60.0,6.78,6.91,4.03,8072
9407,1.0,Good,E,VVS1,64.1,62.0,6.29,6.26,4.02,7084
23344,0.31,Ideal,D,SI1,62.6,57.0,4.3,4.32,2.7,571
18924,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2171
25799,0.72,Ideal,G,VVS2,61.2,57.0,5.72,5.81,3.53,3126
24508,1.01,Good,E,SI1,64.0,60.0,6.38,6.28,4.05,5823
18870,0.38,Very Good,D,VVS2,59.1,59.9,4.71,4.75,2.79,1225
1713,0.53,Good,E,SI1,63.6,56.0,5.19,5.1,3.27,1224
18501,1.21,Premium,I,SI1,61.0,56.0,6.91,6.87,4.2,4404
6474,0.41,Premium,G,VS2,61.3,57.0,4.8,4.76,2.93,1061
25606,1.52,Very Good,G,VS2,62.1,58.0,7.36,7.43,4.59,12840
23065,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.43,505
12369,0.4,Good,G,VS1,63.4,56.0,4.68,4.72,2.98,783
24280,0.58,Ideal,E,VVS2,61.8,57.0,5.37,5.4,3.33,2694
11088,0.52,Premium,G,SI1,62.8,61.0,5.14,5.11,3.22,1338
22624,1.0,Fair,I,VS1,65.3,55.0,6.34,6.25,4.11,3763
24771,1.64,Very Good,F,SI1,62.8,59.0,7.51,7.53,4.72,12555
193,1.01,Very Good,I,SI2,63.2,58.0,6.34,6.31,4.0,3309
7825,0.56,Ideal,G,IF,62.2,54.0,5.3,5.34,3.31,2321
16410,1.05,Premium,H,SI1,61.3,58.0,6.52,6.47,3.98,5228
16441,0.8,Ideal,I,IF,62.4,58.0,5.9,5.96,3.7,3357
19746,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
6800,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,743
206,0.51,Very Good,G,VS2,62.4,62.0,5.07,5.09,3.17,1438
6588,1.34,Ideal,G,VVS1,62.2,56.0,7.11,7.04,4.4,11640
23967,0.39,Ideal,F,VVS1,62.3,55.0,4.67,4.7,2.92,1124
12121,0.53,Ideal,D,SI1,61.2,57.0,5.19,5.24,3.19,1587
5003,1.2,Premium,I,SI1,,56.0,6.82,6.76,4.19,4872
18349,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02,1207
20686,0.5,Very Good,D,VS2,60.8,56.0,5.14,5.16,3.13,1758
5216,0.56,Ideal,E,VS1,62.3,57.0,5.3,5.26,3.29,1791
